cv_id,cv_title,rank,jd_id,jd_title,score,score_type,retrieval_rank,retrieval_score
0,Nguyễn Văn Phần Mềm,1,0,Software Engineer,0.9520149827003479,cosine,1,0.9520149827003479
0,Nguyễn Văn Phần Mềm,2,2,Junior Backend Developer,0.731380045413971,cosine,2,0.731380045413971
0,Nguyễn Văn Phần Mềm,3,1,Senior Software Engineer,0.721407949924469,cosine,3,0.721407949924469
0,Nguyễn Văn Phần Mềm,4,4,Machine Learning Engineer,0.5878441333770752,cosine,4,0.5878441333770752
0,Nguyễn Văn Phần Mềm,5,5,Data Analyst,0.39775875210762024,cosine,5,0.39775875210762024
0,Nguyễn Văn Phần Mềm,6,3,Data Scientist,0.39775627851486206,cosine,6,0.39775627851486206
0,Nguyễn Văn Phần Mềm,7,8,SEO Expert,0.365250825881958,cosine,7,0.365250825881958
0,Nguyễn Văn Phần Mềm,8,7,Digital Marketing Specialist,0.26401418447494507,cosine,8,0.26401418447494507
0,Nguyễn Văn Phần Mềm,9,6,Marketing Manager,0.2597653567790985,cosine,9,0.2597653567790985
1,Trần Thị Dữ Liệu,1,3,Data Scientist,0.8751803636550903,cosine,1,0.8751803636550903
1,Trần Thị Dữ Liệu,2,4,Machine Learning Engineer,0.5838538408279419,cosine,2,0.5838538408279419
1,Trần Thị Dữ Liệu,3,5,Data Analyst,0.48851487040519714,cosine,3,0.48851487040519714
1,Trần Thị Dữ Liệu,4,2,Junior Backend Developer,0.4447498321533203,cosine,4,0.4447498321533203
1,Trần Thị Dữ Liệu,5,0,Software Engineer,0.43045663833618164,cosine,5,0.43045663833618164
1,Trần Thị Dữ Liệu,6,1,Senior Software Engineer,0.3502114713191986,cosine,6,0.3502114713191986
1,Trần Thị Dữ Liệu,7,8,SEO Expert,0.34161847829818726,cosine,7,0.34161847829818726
1,Trần Thị Dữ Liệu,8,6,Marketing Manager,0.2946436107158661,cosine,8,0.2946436107158661
1,Trần Thị Dữ Liệu,9,7,Digital Marketing Specialist,0.28926771879196167,cosine,9,0.28926771879196167
2,Lê Văn Marketing,1,7,Digital Marketing Specialist,0.8271979093551636,cosine,1,0.8271979093551636
2,Lê Văn Marketing,2,6,Marketing Manager,0.8247528076171875,cosine,2,0.8247528076171875
2,Lê Văn Marketing,3,8,SEO Expert,0.7451549768447876,cosine,3,0.7451549768447876
2,Lê Văn Marketing,4,5,Data Analyst,0.5090173482894897,cosine,4,0.5090173482894897
2,Lê Văn Marketing,5,3,Data Scientist,0.27814772725105286,cosine,5,0.27814772725105286
2,Lê Văn Marketing,6,2,Junior Backend Developer,0.2569921910762787,cosine,6,0.2569921910762787
2,Lê Văn Marketing,7,0,Software Engineer,0.2429078221321106,cosine,7,0.2429078221321106
2,Lê Văn Marketing,8,1,Senior Software Engineer,0.18682906031608582,cosine,8,0.18682906031608582
2,Lê Văn Marketing,9,4,Machine Learning Engineer,0.18235290050506592,cosine,9,0.18235290050506592
